Number,Code,Name,Lat,Lon,State,Category,fuel type,name-sheet,state-sheet,,,,,,,
1070,1896,Little Falls (MN),45.97501,-94.3691,MN,EXCLUDE,WAT,Little Falls,MN,,,,,,,
1071,1897,M L Hibbard,46.73533,-92.1517,MN,EXCLUDE,RFO,M L Hibbard,MN,,,,,,,
1072,1898,Pillager,46.31603,-94.4849,MN,EXCLUDE,WAT,Pillager,MN,,,,,,,
1073,1899,Scanlon,46.70913,-92.4217,MN,EXCLUDE,WAT,Scanlon,MN,,,,exclude,retired,,
1074,1900,Sylvan,46.305,-94.3775,MN,EXCLUDE,WAT,Sylvan,MN,,,,,,,
1075,1901,Thomson,46.655,-92.3333,MN,EXCLUDE,WAT,Thomson,MN,,,,,,,
1076,1902,Winton,47.9344,-91.7639,MN,EXCLUDE,WAT,Winton,MN,,,,,,,
1077,1904,Black Dog,44.8108,-93.2501,MN,EXCLUDE,SUB,Black Dog,MN,,,,,,,
1078,1910,Granite City,45.5756,-94.1408,MN,EXCLUDE,NG,Granite City,MN,,,,,,,
1079,1911,Hennepin Island,44.98236,-93.2542,MN,EXCLUDE,WAT,Hennepin Island,MN,,,,,,,
1080,1912,High Bridge,44.9314,-93.1117,MN,EXCLUDE,SUB,High Bridge,MN,,,,,,,
1081,1913,Inver Hills,44.781,-93.042,MN,EXCLUDE,NG,Inver Hills,MN,,,,,,,
1082,1914,Key City,44.1974,-94.0078,MN,EXCLUDE,NG,Key City,MN,,,,,,,
1083,1915,Allen S King,45.03,-92.7786,MN,COALST,SUB,Allen S King,MN,,,,,,,
1084,1918,Minnesota Valley,44.80278,-95.5269,MN,EXCLUDE,NG,Minnesota Valley,MN,,,,,,,
1085,1922,Monticello Nuclear Facility,45.3338,-93.8493,MN,EXCLUDE,NUC,Monticello,MN,,,,,,,
1086,1925,Prairie Island,44.622,-92.6333,MN,EXCLUDE,NUC,Prairie Island,MN,,,,,,,
1087,1926,Red Wing,44.5692,-92.5169,MN,EXCLUDE,MSW,Red Wing,MN,,,,,,,
1088,1927,Riverside (MN),45.0203,-93.2753,MN,NGCC,NG,Riverside,MN,,,,,,,
1089,1929,St James,43.62167,-95.6789,MN,EXCLUDE,DFO,St James,MN,,,,,,,
1090,1932,West Fairbault,44.26972,-93.2906,MN,EXCLUDE,NG,West Fairbault,MN,,,,,,,
1091,1934,Wilmarth,44.1967,-94.0009,MN,EXCLUDE,MSW,Wilmarth,MN,,,,,,,
1092,1943,Hoot Lake,46.29064,-96.0433,MN,EXCLUDE,SUB,Hoot Lake,MN,,,,,,,
1093,1956,Adrian,43.63917,-95.9436,MN,EXCLUDE,DFO,Adrian,MN,,,,,,,
1094,1958,Alexandria,45.88917,-95.3797,MN,EXCLUDE,DFO,Alexandria,MN,,,,,,,
1095,1960,Austin Downtown,43.67064,-92.9693,MN,EXCLUDE,NG,Austin Downtown,MN,,,,,,,
1096,1961,Austin Northeast,43.7014,-92.9626,MN,OGST,NG,Austin Northeast,MN,,,,,,,
1097,1964,Benson City of,45.31444,-95.6028,MN,EXCLUDE,DFO,Benson City of,MN,,,,,,,
1098,1966,Blooming Prairie,43.9225,-93.1247,MN,EXCLUDE,DFO,Blooming Prairie,MN,,,,,,,
1099,1967,Blue Earth,43.6375,-94.1017,MN,EXCLUDE,DFO,Blue Earth,MN,,,,,,,
1100,1969,Delano,45.04138,-93.7905,MN,EXCLUDE,DFO,Delano,MN,,,,,,,
1101,1970,Detroit Lakes,46.8175,-95.8433,MN,EXCLUDE,DFO,Detroit Lakes,MN,,,,,,,
1102,1971,Elk River City of,45.3158,-93.5781,MN,EXCLUDE,DFO,Elk River City of,MN,,,,,,,
1103,1972,Fairfax,44.5278,-94.7217,MN,EXCLUDE,DFO,Fairfax,MN,,,,,,,
1104,1973,Fairmont (MN),43.6579,-94.4647,MN,EXCLUDE,NG,Fairmont,MN,,,,,,,
1105,1975,Glencoe,44.7709,-94.1582,MN,EXCLUDE,DFO,Glencoe,MN,,,,,,,
1106,1976,Grand Marais,47.7758,-90.3392,MN,EXCLUDE,DFO,Grand Marais,MN,,,,,,,
1107,1977,Granite Falls,44.81169,-95.5346,MN,EXCLUDE,WAT,Granite Falls,MN,,,,,,,
1108,1979,Hibbing,47.4294,-92.935,MN,EXCLUDE,SUB,Hibbing,MN,,,,,,,
1109,1980,Hutchinson Plant,44.89574,-94.3684,MN,EXCLUDE,NG,Hutchinson Plant #1,MN,,,,,,,
1110,1982,Janesville,44.1122,-93.6944,MN,EXCLUDE,DFO,Janesville,MN,,,,,,,
1111,1983,Kenyon Municipal,44.2689,-92.9714,MN,EXCLUDE,DFO,Kenyon Municipal,MN,,,,,,,
1112,1985,Lake Crystal,44.10689,-94.2197,MN,EXCLUDE,DFO,Lake Crystal,MN,,,,,,,
1113,1987,Lanesboro,43.72003,-91.9777,MN,EXCLUDE,WAT,Lanesboro,MN,,,,,,,
1114,1989,Litchfield,45.115,-94.5281,MN,EXCLUDE,DFO,Litchfield,MN,,,,,,,
1115,1990,Luverne,43.65444,-96.2019,MN,EXCLUDE,NG,Luverne,MN,,,,,,,
1116,1993,Marshall (MN),44.44659,-95.7921,MN,EXCLUDE,DFO,Marshall,MN,,,,,,,
1117,1994,Melrose,45.675,-94.8153,MN,EXCLUDE,DFO,Melrose,MN,,,,,,,
1118,1995,Moorhead,46.85361,-96.7311,MN,EXCLUDE,DFO,Moorhead,MN,,,,,,,
1119,1996,Moose Lake,46.4489,-92.7814,MN,EXCLUDE,DFO,Moose Lake,MN,,,,,,,
1120,1997,Mora,45.8958,-93.2942,MN,EXCLUDE,NG,Mora,MN,,,,,,,
1121,1998,Mountain Lake,43.9405,-94.9434,MN,EXCLUDE,DFO,Mountain Lake,MN,,,,,,,
1122,1999,New Prague,44.5403,-93.5806,MN,EXCLUDE,NG,New Prague,MN,,,,,,,
1123,2001,New Ulm,44.3159,-94.4581,MN,EXCLUDE,NG,New Ulm,MN,,,,,,,
1124,2002,North Branch (MN),45.5017,-92.9686,MN,EXCLUDE,DFO,North Branch,MN,,,,,,,
1125,2003,Owatonna,44.0833,-93.23,MN,EXCLUDE,NG,Owatonna,MN,,,,,,,
1126,2004,Preston (MN),43.6722,-92.0847,MN,EXCLUDE,DFO,Preston,MN,,,,,,,
1127,2005,Princeton (MN),45.5731,-93.5761,MN,EXCLUDE,DFO,Princeton,MN,,,,,,,
1128,2007,Rochester Hydro,44.21298,-92.4802,MN,EXCLUDE,WAT,Rochester Hydro,MN,,,,,,,
1129,2008,Silver Lake,44.02818,-92.4604,MN,EXCLUDE,BIT,Silver Lake,MN,,,,,,,
1130,2009,Redwood Falls,44.5431,-95.1178,MN,EXCLUDE,WAT,Redwood Falls,MN,,,,,,,
1131,2011,Sleepy Eye,44.2981,-94.5744,MN,EXCLUDE,DFO,Sleepy Eye,MN,,,,,,,
1132,2012,Springfield (MN),44.2447,-94.9758,MN,EXCLUDE,NG,Springfield,MN,,,,,,,
1133,2013,Spring Valley,43.6889,-92.3956,MN,EXCLUDE,DFO,Spring Valley,MN,,,,,,,
1134,2014,Thief River Falls,48.11426,-96.1792,MN,EXCLUDE,WAT,Thief River Falls,MN,,,,,,,
1135,2015,Truman,43.82842,-94.4369,MN,EXCLUDE,DFO,Truman,MN,,,,,,,
1136,2016,Two Harbors,47.01857,-91.6601,MN,EXCLUDE,DFO,Two Harbors,MN,,,,,,,
1137,2018,Virginia,47.52243,-92.541,MN,EXCLUDE,SUB,Virginia,MN,,,,,,,
1138,2020,Wells IC,43.74453,-93.7241,MN,EXCLUDE,DFO,Wells,MN,,,,,,,
1139,2021,Westbrook,44.0399,-95.4429,MN,EXCLUDE,DFO,Westbrook,MN,,,,,,,
1140,2022,Willmar,45.12171,-95.0532,MN,EXCLUDE,SUB,Willmar,MN,,,,,,,
1141,2023,Windom,43.86811,-95.1144,MN,EXCLUDE,DFO,Windom,MN,,,,,,,
1142,2024,Worthington,43.63349,-95.6092,MN,EXCLUDE,DFO,Worthington,MN,,,,,,,
1143,2038,Cambridge CT,45.601,-93.2081,MN,EXCLUDE,DFO,Cambridge CT,MN,,,,,,,
1144,2039,Elk River,45.2968,-93.5584,MN,EXCLUDE,MSW,Elk River,MN,,,,,,,
1145,2042,Maple Lake,45.22907,-94.0097,MN,EXCLUDE,DFO,Maple Lake,MN,,,,,,,
1146,2046,Eaton,31.3294,-89.2681,MS,OGST,NG,Eaton,MS,,,,,,,
1147,2047,Chevron Oil,30.34,-88.4919,MS,EXCLUDE,NG,Chevron Oil,MS,,,,,,,
1148,2048,Sweatt,32.2925,-88.7461,MS,OGST,NG,Sweatt,MS,,,,,,,
1149,2049,Jack Watson,30.4392,-89.0286,MS,OGST,NG,Jack Watson,MS,,,,,,,
1150,2050,Baxter Wilson,32.2831,-90.9306,MS,OGST,NG,Baxter Wilson,MS,,,,,,,
1151,2051,Delta,33.7947,-90.7139,MS,OGST,NG,Delta,MS,,,,,,,
1152,2052,Natchez,31.5987,-91.3464,MS,EXCLUDE,NG,Natchez,MS,,,,,,,
1153,2053,Rex Brown,32.35695,-90.213,MS,EXCLUDE,NG,Rex Brown,MS,,,,,,,
1154,2059,L L Wilkins,34.1845,-90.5627,MS,EXCLUDE,NG,L L Wilkins,MS,,,,,,,
1155,2060,Third Street,34.205,-90.5778,MS,EXCLUDE,NG,Third Street,MS,,,,,,,
1156,2062,Henderson,33.51732,-90.2097,MS,EXCLUDE,NG,Henderson,MS,,,,,,,
1157,2063,Wright,33.51658,-90.1833,MS,EXCLUDE,NG,Wright,MS,,,,,,,
1158,2067,Yazoo,32.8458,-90.4211,MS,EXCLUDE,NG,Yazoo,MS,,,,,,,
1159,2068,Benndale,30.8889,-88.8054,MS,EXCLUDE,NG,Benndale,MS,,,,,,,
1160,2070,Moselle,31.528,-89.3004,MS,NGCC,NG,Moselle,MS,,,,,,,
1161,2071,Paulding,32.03016,-89.0856,MS,EXCLUDE,DFO,Paulding,MS,,,,,,,
1162,2076,Asbury,37.36132,-94.5893,MO,COALST,SUB,Asbury,MO,,,,,,,
1163,2078,2078,2078,2078,2078,EXCLUDE,NG,Grand Avenue,MO,,,,,,,
1164,2079,Hawthorn,39.1306,-94.4778,MO,COALST,SUB,Hawthorn,MO,,,,,,,
1165,2080,Montrose,38.3114,-93.9348,MO,COALST,SUB,Montrose,MO,didn't have consumption,,,,,,
1166,2081,Northeast (MO),39.1228,-94.5606,MO,EXCLUDE,DFO,Northeast,MO,,,,,,,
1167,2082,Fairgrounds,38.5935,-92.2206,MO,EXCLUDE,DFO,Fairgrounds,MO,,,,,,,
1168,2083,Kirksville,40.22453,-92.5849,MO,EXCLUDE,NG,Kirksville,MO,,,,,,,
1169,2090,Nevada,37.8503,-94.3444,MO,EXCLUDE,DFO,Nevada,MO,,,,,,,
1170,2092,Ralph Green,38.78758,-94.2777,MO,EXCLUDE,NG,Ralph Green,MO,,,,,,,
1171,2094,Sibley,39.17832,-94.1844,MO,COALST,SUB,Sibley,MO,,,,,,,
1172,2096,Viaduct,37.25722,-89.5642,MO,EXCLUDE,NG,Viaduct,MO,,,,,,,
1173,2098,Lake Road (MO),39.7246,-94.8773,MO,EXCLUDE,NG,Lake Road,MO,,,,,,,
1174,2099,Niangua,37.9385,-92.8477,MO,EXCLUDE,WAT,Niangua,MO,,,,,,,
1175,2102,Howard Bend,38.6818,-90.54,MO,EXCLUDE,DFO,Howard Bend,MO,,,,,,,
1176,2103,Labadie,38.56224,-90.8377,MO,COALST,SUB,Labadie,MO,,,,,,,
1177,2104,Meramec,38.4017,-90.3358,MO,COALST,SUB,Meramec,MO,,,,,,,
1178,2106,Osage Dam,38.2044,-92.6239,MO,EXCLUDE,WAT,Osage,MO,,,,,,,
1179,2107,Sioux,38.91548,-90.2902,MO,COALST,SUB,Sioux,MO,,,,,,,
1180,2108,Taum Sauk,37.52083,-90.8347,MO,EXCLUDE,WAT,Taum Sauk,MO,,,,,,,
1181,2113,Albany,40.2478,-94.3303,MO,EXCLUDE,DFO,Albany,MO,,,,,,,
1182,2114,Bethany,40.2619,-94.0403,MO,EXCLUDE,DFO,Bethany,MO,,,,,,,
1183,2115,Butler,38.26441,-94.3444,MO,EXCLUDE,DFO,Butler,MO,,,,,,,
1184,2120,Carrollton,39.3617,-93.4956,MO,EXCLUDE,DFO,Carrollton,MO,,,,,,,
1185,2121,Carthage,37.1653,-94.3089,MO,EXCLUDE,NG,Carthage,MO,,,,,,,
1186,2122,Chillicothe,39.78339,-93.5641,MO,EXCLUDE,BIT,Chillicothe,MO,,,,,,,
1187,2123,Columbia (MO),38.96465,-92.3168,MO,EXCLUDE,BIT,Columbia,MO,,,,,,,
1188,2124,Stockton Hydro,37.6936,-93.7691,MO,EXCLUDE,WAT,Stockton,MO,,,,,,,
1189,2125,Fayette,39.1406,-92.68,MO,EXCLUDE,DFO,Fayette,MO,,,,,,,
1190,2126,Fulton (MO),38.8681,-91.9478,MO,EXCLUDE,NG,Fulton,MO,,,,,,,
1191,2127,Gallatin (MO),39.9144,-93.9619,MO,EXCLUDE,DFO,Gallatin,MO,,,,,,,
1192,2131,Higginsville,39.07332,-93.7147,MO,EXCLUDE,DFO,Higginsville,MO,,,,,,,
1193,2132,Blue Valley,39.0919,-94.3261,MO,EXCLUDE,BIT,Blue Valley,MO,,,,,,,
1194,2134,Jackson Square,39.09457,-94.4115,MO,EXCLUDE,DFO,Jackson Square,MO,,,,,,,
1195,2135,Station H,39.1067,-94.3804,MO,EXCLUDE,NG,Station H,MO,,,,,,,
1196,2136,Station I,39.05595,-94.393,MO,EXCLUDE,DFO,Station I,MO,,,,,,,
1197,2137,Jackson (MO),37.3847,-89.6606,MO,EXCLUDE,DFO,Jackson,MO,,,,,,,
1198,2138,Kahoka,40.4225,-91.7206,MO,EXCLUDE,DFO,Kahoka,MO,,,,,,,
1199,2139,Kennett,36.2431,-90.0495,MO,EXCLUDE,DFO,Kennett,MO,,,,,,,
1200,2140,La Plata,40.0122,-92.5075,MO,EXCLUDE,DFO,La Plata,MO,,,,,,,
1201,2141,Macon,39.7378,-92.4689,MO,EXCLUDE,DFO,Macon,MO,,,,,,,
1202,2142,Malden,36.5531,-89.9682,MO,EXCLUDE,DFO,Malden,MO,,,,,,,
1203,2144,Marshall (MO),39.1228,-93.2064,MO,EXCLUDE,NG,Marshall,MO,,,,,,,
1204,2145,Memphis,40.375,-92.125,MO,EXCLUDE,DFO,Memphis,MO,,,,,,,
1205,2146,Monroe (MO),39.6525,-91.7994,MO,EXCLUDE,DFO,Monroe,MO,,,,,,,
1206,2148,Odessa,38.99785,-93.9657,MO,EXCLUDE,DFO,Odessa,MO,,,,,,,
1207,2149,Owensville,38.3361,-91.4964,MO,EXCLUDE,DFO,Owensville,MO,,,,,,,
1208,2150,Palmyra Municipal,39.7961,-91.5556,MO,EXCLUDE,DFO,Palmyra Municipal,MO,,,,,,,
1209,2158,Coleman,36.8785,-89.6214,MO,EXCLUDE,DFO,Coleman,MO,,,,,,,
1210,2161,James River Power Station,37.10861,-93.2619,MO,EXCLUDE,SUB,James River Power Station,MO,,,,,,,
1211,2162,Main Street,37.2094,-93.2967,MO,EXCLUDE,DFO,Main Street,MO,,,,,,,
1212,2163,Trenton Diesel,40.0661,-93.6042,MO,EXCLUDE,DFO,Trenton Diesel,MO,,,,,,,
1213,2164,Unionville City of,40.47674,-93.01,MO,EXCLUDE,DFO,Unionville City of,MO,,,,,,,
1214,2165,Vandalia,39.2036,-91.861,MO,EXCLUDE,DFO,Vandalia,MO,,,,,,,
1215,2166,Table Rock,36.597,-93.3086,MO,EXCLUDE,WAT,Table Rock,MO,,,,,,,
1216,2167,New Madrid,36.5147,-89.5617,MO,COALST,SUB,New Madrid,MO,,,,,,,
1217,2168,Thomas Hill,39.5522,-92.6381,MO,COALST,SUB,Thomas Hill,MO,,,,,,,
1218,2169,Chamois,38.6839,-91.7558,MO,EXCLUDE,BIT,Chamois,MO,,,,,,,
1219,2171,Missouri City,39.23153,-94.308,MO,EXCLUDE,BIT,Missouri City,MO,,,,,,,
1220,2176,Glendive GT,47.0539,-104.74,MT,EXCLUDE,NG,Glendive GT,MT,,,,,,,
1221,2177,Miles City GT,46.4112,-105.795,MT,EXCLUDE,NG,Miles City GT,MT,,,,,,,
1222,2181,Black Eagle,47.52133,-111.261,MT,EXCLUDE,WAT,Black Eagle,MT,,,,,,,
1223,2182,Cochrane,47.5375,-111.195,MT,EXCLUDE,WAT,Cochrane,MT,,,,,,,
1224,2185,Hauser,46.76594,-111.887,MT,EXCLUDE,WAT,Hauser,MT,,,,,,,
1225,2186,Holter,46.9915,-112.005,MT,EXCLUDE,WAT,Holter,MT,,,,,,,
1226,2187,J E Corette Plant,45.77562,-108.481,MT,COALST,SUB,J E Corette Plant,MT,,,,,,,
1227,2188,Kerr,47.6777,-114.234,MT,EXCLUDE,WAT,Kerr,MT,,,,,,,
1228,2190,Milltown,46.86972,-113.878,MT,EXCLUDE,WAT,Milltown,MT,,,,,,,
1229,2191,Morony,47.58174,-111.061,MT,EXCLUDE,WAT,Morony,MT,,,,,,,
1230,2192,Mystic,45.22574,-109.762,MT,EXCLUDE,WAT,Mystic,MT,,,,,,,
1231,2193,Rainbow (MT),47.5344,-111.205,MT,EXCLUDE,WAT,Rainbow,MT,,,,,,,
1232,2194,Ryan,47.56994,-111.123,MT,EXCLUDE,WAT,Ryan,MT,,,,,,,
1233,2195,Thompson Falls,47.59316,-115.358,MT,EXCLUDE,WAT,Thompson Falls,MT,,,,,,,
1234,2196,Old Faithful,44.4533,-110.835,WY,EXCLUDE,DFO,Old Faithful,WY,,,,,,,
1235,2199,Noxon Rapids,47.95389,-115.734,MT,EXCLUDE,WAT,Noxon Rapids,MT,,,,,,,
1236,2203,Hungry Horse,48.34152,-114.014,MT,EXCLUDE,WAT,Hungry Horse,MT,,,,,,,
1237,2204,Yellowtail,45.30741,-107.958,MT,EXCLUDE,WAT,Yellowtail,MT,,,,,,,
1238,2214,Ansley,41.3528,-99.4978,NE,EXCLUDE,NG,Ansley,NE,,,,,,,
1239,2215,Auburn,40.3883,-95.8464,NE,EXCLUDE,NG,Auburn,NE,,,,,,,
1240,2216,Arnold,41.42389,-100.194,NE,EXCLUDE,DFO,Arnold,NE,,,,,,,
1241,2217,Beaver City,40.1381,-99.8272,NE,EXCLUDE,DFO,Beaver City,NE,,,,,,,
1242,2221,Broken Bow,41.4031,-99.6392,NE,EXCLUDE,DFO,Broken Bow,NE,,,,,,,
1243,2222,Burwell,41.9144,-98.9906,NE,EXCLUDE,DFO,Burwell,NE,,,,,,,
1244,2223,Cambridge,40.2267,-100.136,NE,EXCLUDE,DFO,Cambridge,NE,,,,,,,
1245,2225,Campbell Village,40.3717,-98.7236,NE,EXCLUDE,DFO,Campbell Village,NE,,,,,,,
1246,2226,Canaday,40.6942,-99.7011,NE,OGST,NG,Canaday,NE,,,,,,,
1247,2227,Jeffrey,40.95941,-100.398,NE,EXCLUDE,WAT,Jeffrey,NE,,,,,,,
1248,2228,Johnson,40.6936,-99.8178,NE,EXCLUDE,WAT,Johnson 1,NE,,,,,,,
1249,2229,Johnson,40.6839,-99.7447,NE,EXCLUDE,WAT,Johnson 2,NE,,,,,,,
1250,2230,Chappell,41.1056,-102.47,NE,EXCLUDE,DFO,Chappell,NE,,,,,,,
1251,2231,Crete,40.6253,-96.9558,NE,EXCLUDE,DFO,Crete,NE,,,,,,,
1252,2232,Curtis,40.6325,-100.515,NE,EXCLUDE,NG,Curtis,NE,,,,,,,
1253,2233,David City,41.25465,-97.1192,NE,EXCLUDE,NG,David City,NE,,,,,,,
1254,2234,Deshler,40.1408,-97.7239,NE,EXCLUDE,DFO,Deshler,NE,,,,,,,
1255,2235,Emerson,42.2764,-96.7289,NE,EXCLUDE,NG,Emerson,NE,,,,,,,
1256,2236,Fairbury,40.13387,-97.1843,NE,EXCLUDE,NG,Fairbury,NE,,,,,,,
1257,2237,Falls City,40.055,-95.6083,NE,EXCLUDE,DFO,Falls City,NE,,,,,,,
1258,2238,Franklin (NE),40.0953,-98.9544,NE,EXCLUDE,NG,Franklin,NE,,,,,,,
1259,2240,Lon Wright,41.4281,-96.4623,NE,EXCLUDE,NG,Lon Wright,NE,,,,,,,
1260,2241,C W Burdick,40.9228,-98.3269,NE,EXCLUDE,NG,C W Burdick,NE,,,,,,,
1261,2243,Don Henry,40.58316,-98.4201,NE,EXCLUDE,NG,Don Henry,NE,,,,,,,
1262,2244,North Denver,40.59884,-98.3886,NE,EXCLUDE,NG,North Denver,NE,,,,,,,
1263,2248,Kimball,41.235,-103.66,NE,EXCLUDE,NG,Kimball,NE,,,,,,,
1264,2249,Laurel,42.43054,-97.0908,NE,EXCLUDE,NG,Laurel,NE,,,,,,,
1265,2250,J Street,40.80788,-96.7107,NE,EXCLUDE,NG,J Street,NE,,,,,,,
1266,2253,Lyons,41.9375,-96.4731,NE,EXCLUDE,DFO,Lyons,NE,,,,,,,
1267,2255,Nebraska City #,40.6806,-95.8475,NE,EXCLUDE,NG,Nebraska City # 1,NE,,,,,,,
1268,2256,Syracuse #,40.6756,-96.1778,NE,EXCLUDE,NG,Syracuse # 2,NE,,,,,,,
1269,2260,Columbus,41.4639,-97.3283,NE,EXCLUDE,WAT,Columbus,NE,,,,,,,
1270,2265,Hallam,40.5589,-96.7847,NE,EXCLUDE,NG,Hallam,NE,,,,,,,
1271,2266,Hebron,40.18793,-97.5779,NE,EXCLUDE,DFO,Hebron,NE,,,,,,,
1272,2268,Kearney,40.70351,-99.1008,NE,EXCLUDE,WAT,Kearney,NE,,,,,,,
1273,2271,McCook,40.2214,-100.651,NE,EXCLUDE,DFO,McCook,NE,,,,,,,
1274,2273,Monroe (NE),41.4872,-97.6078,NE,EXCLUDE,WAT,Monroe,NE,,,,,,,
1275,2274,North Platte,41.0864,-100.759,NE,EXCLUDE,WAT,North Platte,NE,,,,,,,
1276,2277,Sheldon,40.5589,-96.7847,NE,COALST,SUB,Sheldon,NE,,,,,,,
1277,2278,Spencer Hydro,42.80934,-98.6563,NE,EXCLUDE,WAT,Spencer,NE,,,,,,,
1278,2280,Mullen,41.9158,-101.134,NE,EXCLUDE,DFO,Mullen,NE,,,,,,,
1279,2289,Fort Calhoun,41.52052,-96.0775,NE,EXCLUDE,NUC,Fort Calhoun,NE,,,,,,,
1280,2290,Jones Street,41.25149,-95.9227,NE,EXCLUDE,DFO,Jones Street,NE,,,,,,,
1281,2291,North Omaha,41.32909,-95.9447,NE,COALST,SUB,North Omaha,NE,,,,,,,
1282,2292,Sarpy County,41.17059,-95.9706,NE,EXCLUDE,NG,Sarpy County,NE,,,,,,,
1283,2294,Ord,41.6025,-98.9283,NE,EXCLUDE,DFO,Ord,NE,,,,,,,
1284,2295,Oxford (NE),40.2581,-99.6108,NE,EXCLUDE,NG,Oxford,NE,,,,,,,
1285,2296,Pender,42.0903,-96.7769,NE,EXCLUDE,NG,Pender,NE,,,,,,,
1286,2297,Plainview Muncipal Power,42.35,-97.7906,NE,EXCLUDE,DFO,Plainview Muncipal Power,NE,,,,,,,
1287,2299,Red Cloud,40.0964,-98.5228,NE,EXCLUDE,DFO,Red Cloud,NE,,,,,,,
1288,2300,Sargent,41.6392,-99.3742,NE,EXCLUDE,DFO,Sargent,NE,,,,,,,
1289,2302,Sidney (NE),41.14563,-102.978,NE,EXCLUDE,NG,Sidney,NE,,,,,,,
1290,2303,Spalding,41.68138,-98.3676,NE,EXCLUDE,WAT,Spalding,NE,,,,,,,
1291,2305,Stuart (NE),42.5714,-99.1394,NE,EXCLUDE,DFO,Stuart,NE,,,,,,,
1292,2306,Sutherland IC,41.1578,-101.129,NE,EXCLUDE,DFO,Sutherland,NE,,,,,,,
1293,2308,Tecumseh,40.3664,-96.19,NE,EXCLUDE,DFO,Tecumseh,NE,,,,,,,
1294,2310,Wahoo,41.2089,-96.6217,NE,EXCLUDE,NG,Wahoo,NE,,,,,,,
1295,2311,Wakefield,42.2644,-96.8756,NE,EXCLUDE,NG,Wakefield,NE,,,,,,,
1296,2312,Wayne IC,42.2278,-97.0183,NE,EXCLUDE,DFO,Wayne,NE,,,,,,,
1297,2313,West Point Municipal,41.8292,-96.7161,NE,EXCLUDE,NG,West Point Municipal,NE,,,,,,,
1298,2315,Wilber,40.4797,-96.9604,NE,EXCLUDE,DFO,Wilber,NE,,,,,,,
1299,2316,Wisner,41.9903,-96.9203,NE,EXCLUDE,DFO,Wisner,NE,,,,,,,
1300,2322,Clark (NVE),36.0875,-115.051,NV,EXCLUDE,NG,Clark,NV,,,,,,,
1301,2324,Reid Gardner,36.65735,-114.633,NV,COALST,BIT,Reid Gardner,NV,,,,,,,
1302,2326,Sunrise,36.1384,-115.036,NV,EXCLUDE,NG,Sunrise,NV,,,,,,,
1303,2330,Fort Churchill,39.1281,-119.132,NV,OGST,NG,Fort Churchill,NV,,,,,,,
1304,2336,Tracy,39.5625,-119.525,NV,NGCC,NG,Tracy,NV,,,,,,,
1305,2341,Mohave,35.1458,-114.592,NV,COALST,SUB,Mohave,NV,,,,,,,
1306,2349,Comerford,44.32505,-72.001,NH,EXCLUDE,WAT,Comerford,NH,,,,,,,
1307,2351,S C Moore,44.3356,-71.8742,NH,EXCLUDE,WAT,S C Moore,NH,,,,,,,
1308,2352,Vernon Dam,42.77165,-72.5146,VT,EXCLUDE,WAT,Vernon,VT,,,,,,,
1309,2353,Wilder,43.66793,-72.3036,VT,EXCLUDE,WAT,Wilder,VT,,,,,,,
1310,2354,Amoskeag,43.00223,-71.4721,NH,EXCLUDE,WAT,Amoskeag,NH,,,,,,,
1311,2355,Ayers Island,43.59785,-71.7177,NH,EXCLUDE,WAT,Ayers Island,NH,,,,,,,
1312,2356,Eastman Falls,43.44722,-71.6579,NH,EXCLUDE,WAT,Eastman Falls,NH,,,,,,,
1313,2357,Garvins Falls,43.16552,-71.5094,NH,EXCLUDE,WAT,Garvins Falls,NH,,,,,,,
1314,2358,Gorham,44.40828,-71.1954,NH,EXCLUDE,WAT,Gorham,NH,,,,,,,
1315,2359,Hooksett,43.1017,-71.4657,NH,EXCLUDE,WAT,Hooksett,NH,,,,,,,
1316,2360,Jackman,43.11055,-71.9489,NH,EXCLUDE,WAT,Jackman,NH,,,,,,,
1317,2362,Lost Nation,44.59512,-71.4944,NH,EXCLUDE,DFO,Lost Nation,NH,,,,,,,
1318,2364,Merrimack,43.1411,-71.4692,NH,COALST,BIT,Merrimack,NH,,,,,,,
1319,2367,Schiller,43.0978,-70.7842,NH,COALST,BIT,Schiller,NH,,,,,,,
1320,2368,Smith (NH),44.46946,-71.1781,NH,EXCLUDE,WAT,Smith,NH,,,,,,,
1321,2369,White Lake,43.8478,-71.2069,NH,EXCLUDE,JF,White Lake,NH,,,,,,,
1322,2378,B L England,39.2908,-74.6364,NJ,COALST,BIT,B L England,NJ,,,,,,,
1323,2379,Carlls Corner,39.4547,-75.2014,NJ,EXCLUDE,NG,Carlls Corner,NJ,,,,,,,
1324,2380,Cedar Station,39.6893,-74.2618,NJ,EXCLUDE,DFO,Cedar Station,NJ,,,,,,,
1325,2382,Middle Station,39.0269,-74.8772,NJ,EXCLUDE,KER,Middle Station,NJ,,,,,,,
1326,2383,Missouri Avenue,39.3662,-74.4441,NJ,EXCLUDE,KER,Missouri Avenue,NJ,,,,,,,
1327,2384,Deepwater,39.6831,-75.5083,NJ,OGST,NG,Deepwater,NJ,,,,,,,
1328,2385,Werner,40.49124,-74.281,NJ,EXCLUDE,DFO,Werner,NJ,,,,,,,
1329,2388,Oyster Creek,39.8143,-74.2062,NJ,EXCLUDE,NUC,Oyster Creek,NJ,,,,,,,
1330,2390,Sayreville,40.47653,-74.3523,NJ,EXCLUDE,DFO,Sayreville,NJ,,,,,,,
