ORIS.Code,,,
57175,,,
490,,,https://docs.google.com/spreadsheets/d/14y8yvxo8zw6PthDizHFWUDij7VzQEt4C962AA3OU8Sw/pub?gid=1839616209&single=true&output=csv
56566,,,
491,,,
747,,,
773,,,
783,,,
784,,,
1267,,,
1298,,,
1392,,,
2078,,,
2475,,,
2533,,,
2867,,,
2877,,,
2908,,,
2947,,,
3099,,,
3182,,,
3334,,,
3419,,,
3920,,,
4264,,,
6511,,,
6706,,,
7106,,,
7148,,,
7228,,,
7253,,,
7300,,,
7539,,,
7708,,,
7711,,,
7712,,,
7713,,,
7714,,,
7727,,,
7728,,,
7732,,,
7738,,,
7744,,,
7785,,,
7875,,,
7876,,,
7877,,,
7879,,,
7880,,,
7881,,,
7889,,,
7890,,,
7893,,,
7894,,,
7950,,,
7956,,,
7968,,,
8003,,,
8014,,,
8021,,,
8057,,,
10232,,,
10433,,,
10474,,,
10475,,,
10499,,,
10515,,,
10681,,,
10732,,,
10826,,,
10859,,,
50105,,,
50148,,,
50166,,,
50337,,,
50345,,,
50363,,,
50419,,,
50942,,,
50952,,,
54310,,,
54312,,,
54430,,,
54688,,,
54713,,,
54877,,,
55058,,,
55227,,,
55252,,,
55352,,,
55360,,,
55384,,,
55385,,,
55465,,,
55486,,,
55507,,,
55637,,,
55642,,,
55711,,,
55780,,,
55800,,,
55834,,,
55845,,,
55846,,,
55852,,,
55869,,,
55937,,,
56019,,,
56047,,,
56105,,,
56107,,,
56281,,,
56305,,,
56306,,,
56352,,,
56353,,,
56354,,,
56366,,,
56370,,,
56398,,,
56401,,,
56436,,,
56438,,,
56452,,,
56453,,,
56454,,,
56455,,,
56576,,,
56642,,,
56653,,,
56655,,,
56656,,,
56657,,,
56658,,,
56660,,,
56662,,,
56663,,,
56664,,,
56675,,,
56676,,,
56776,,,
56801,,,
56816,,,
56817,,,
56820,,,
56821,,,
56822,,,
56846,,,
56849,,,
56872,,,
56885,,,
56886,,,
56903,,,
56906,,,
56907,,,
56910,,,
56926,,,
56940,,,
56955,,,
56999,,,
57002,,,
57048,,,
57088,,,
57104,,,
57114,,,
57116,,,
57117,,,
57127,,,
57142,,,
57143,,,
57144,,,
57145,,,
57146,,,
57147,,,
57148,,,
57149,,,
57150,,,
57158,,,
57164,,,
57180,,,
57181,,,
57185,,,
57193,,,
57209,,,
57215,,,
57218,,,
57225,,,
57227,,,
57228,,,
57230,,,
57231,,,
57233,,,
57234,,,
57235,,,
57242,,,
57245,,,
57246,,,
57247,,,
57255,,,
57266,,,
57272,,,
57273,,,
57275,,,
57276,,,
57288,,,
57304,,,
57307,,,
57308,,,
57312,,,
57324,,,
57331,,,
57340,,,
57370,,,
57371,,,
57388,,,
57391,,,
57398,,,
57399,,,
57400,,,
57401,,,
57416,,,
57452,,,
57453,,,
57454,,,
57472,,,
57477,,,
57478,,,
57479,,,
57491,,,
57503,,,
57518,,,
57527,,,
57528,,,
57531,,,
57532,,,
57533,,,
57534,,,
57535,,,
57537,,,
57538,,,
57539,,,
57540,,,
57541,,,
57543,,,
57545,,,
57546,,,
57552,,,
57555,,,
57569,,,
57583,,,
57596,,,
57611,,,
57612,,,
57614,,,
57615,,,
57617,,,
57618,,,
57619,,,
57621,,,
57622,,,
57623,,,
57627,,,
57628,,,
57634,,,
57641,,,
57642,,,
57659,,,
57679,,,
57686,,,
57704,,,
57705,,,
57709,,,
57710,,,
57711,,,
57712,,,
57716,,,
57729,,,
57731,,,
57794,,,
57814,,,
57839,,,
57859,,,
57894,,,
57898,,,
57900,,,
57905,,,
57906,,,
57907,,,
57913,,,
57920,,,
57921,,,
57922,,,
57923,,,
57924,,,
57927,,,
57946,,,
57957,,,
57958,,,
57960,,,
57961,,,
57972,,,
58035,,,
58050,,,
58063,,,
58085,,,
58087,,,
58098,,,
58099,,,
58174,,,
58175,,,
58188,,,
58189,,,
58190,,,
58211,,,
58212,,,
58235,,,
58236,,,
58258,,,
58260,,,
58266,,,
58281,,,
58282,,,
58283,,,
58284,,,
58285,,,
58286,,,
58287,,,
58288,,,
58289,,,
58290,,,
58291,,,
58325,,,
58331,,,
58362,,,
58364,,,
58393,,,
58396,,,
58405,,,
58406,,,
58409,,,
58413,,,
58415,,,
58416,,,
58418,,,
58420,,,
58426,,,
58434,,,
58455,,,
58462,,,
58468,,,
58469,,,
58471,,,
58475,,,
58478,,,
58503,,,
58514,,,
